"","station","month","prec","temp","etp","etr","def","exc","wb"
"1","-46.5_-23.5",1,259.720294117647,22.5314136622391,108.124306938316,108.124306938316,0,151.595987179331,151.595987179331
"2","-46.5_-23.5",2,216.072941176471,22.7009892060272,99.8342592484402,99.8342592484402,0,116.23868192803,116.23868192803
"3","-46.5_-23.5",3,189.636764705882,21.698330170778,96.2555301828549,96.2555301828549,0,93.3812345230274,93.3812345230274
"4","-46.5_-23.5",4,114.253529411765,20.0904901960784,74.7689644554211,74.7689644554211,0,39.4845649563436,39.4845649563436
"5","-46.5_-23.5",5,90.2167647058824,17.5463662239089,54.9908107041729,54.9908107041729,0,35.2259540017094,35.2259540017094
"6","-46.5_-23.5",6,66.7517647058824,16.2909411764706,43.6265638451882,43.6265638451882,0,23.1252008606942,23.1252008606942
"7","-46.5_-23.5",7,66.0170588235294,15.8648576850095,42.2978588938397,42.2978588938397,0,23.7191999296897,23.7191999296897
"8","-46.5_-23.5",8,45.2858823529412,17.036375711575,50.6482354795444,50.5069971314368,0.141238348107578,0,-0.141238348107578
"9","-46.5_-23.5",9,135.862352941176,18.3074117647059,60.2035768757934,60.2035768757934,0,70.4376612868875,70.4376612868875
"10","-46.5_-23.5",10,127.524705882353,19.930559772296,78.7651664643898,78.7651664643898,0,48.7595394179632,48.7595394179632
"11","-46.5_-23.5",11,142.660882352941,20.8781960784314,88.6201605424833,88.6201605424833,0,54.0407218104579,54.0407218104579
"12","-46.5_-23.5",12,205.549705882353,21.8896204933586,104.621416337527,104.621416337527,0,100.928289544826,100.928289544826
"13","-46.5_-23.25",1,261.694117647059,21.6604459203036,101.297866111232,101.297866111232,0,160.396251535827,160.396251535827
"14","-46.5_-23.25",2,201.265882352941,21.7882896261953,93.1909955746242,93.1909955746242,0,108.074886778317,108.074886778317
"15","-46.5_-23.25",3,177.465294117647,20.8929696394687,90.8682682598885,90.8682682598885,0,86.5970258577586,86.5970258577586
"16","-46.5_-23.25",4,92.3426470588235,19.2606666666667,70.5460363427068,70.5460363427068,0,21.7966107161167,21.7966107161167
"17","-46.5_-23.25",5,77.8752941176471,16.5857685009488,51.1476024230414,51.1476024230414,0,26.7276916946057,26.7276916946057
"18","-46.5_-23.25",6,51.495,15.3199019607843,40.4760900279565,40.4760900279565,0,11.0189099720435,11.0189099720435
"19","-46.5_-23.25",7,48.7020588235294,15.0294592030361,39.9298066623405,39.9298066623405,0,8.77225216118889,8.77225216118889
"20","-46.5_-23.25",8,35.3217647058824,16.5807969639469,50.0852392795612,49.0471467939555,1.0380924856057,0,-1.0380924856057
"21","-46.5_-23.25",9,155.601176470588,18.2679607843137,62.0892075065477,62.0892075065477,0,79.7865868759674,79.7865868759674
"22","-46.5_-23.25",10,126.923823529412,19.9337666034156,80.8834265529596,80.8834265529596,0,46.0403969764522,46.0403969764522
"23","-46.5_-23.25",11,148.569117647059,20.6024705882353,88.1458648963023,88.1458648963023,0,60.4232527507565,60.4232527507565
"24","-46.5_-23.25",12,218.360588235294,21.2655407969639,100.37308222454,100.37308222454,0,117.987506010754,117.987506010754
"25","-46.25_-23.5",1,259.720294117647,22.5314136622391,108.124306938316,108.124306938316,0,151.595987179331,151.595987179331
"26","-46.25_-23.5",2,216.072941176471,22.7009892060272,99.8342592484402,99.8342592484402,0,116.23868192803,116.23868192803
"27","-46.25_-23.5",3,189.636764705882,21.698330170778,96.2555301828549,96.2555301828549,0,93.3812345230274,93.3812345230274
"28","-46.25_-23.5",4,114.253529411765,20.0904901960784,74.7689644554211,74.7689644554211,0,39.4845649563436,39.4845649563436
"29","-46.25_-23.5",5,90.2167647058824,17.5463662239089,54.9908107041729,54.9908107041729,0,35.2259540017094,35.2259540017094
"30","-46.25_-23.5",6,66.7517647058824,16.2909411764706,43.6265638451882,43.6265638451882,0,23.1252008606942,23.1252008606942
"31","-46.25_-23.5",7,66.0170588235294,15.8648576850095,42.2978588938397,42.2978588938397,0,23.7191999296897,23.7191999296897
"32","-46.25_-23.5",8,45.2858823529412,17.036375711575,50.6482354795444,50.5069971314368,0.141238348107578,0,-0.141238348107578
"33","-46.25_-23.5",9,135.862352941176,18.3074117647059,60.2035768757934,60.2035768757934,0,70.4376612868875,70.4376612868875
"34","-46.25_-23.5",10,127.524705882353,19.930559772296,78.7651664643898,78.7651664643898,0,48.7595394179632,48.7595394179632
"35","-46.25_-23.5",11,142.660882352941,20.8781960784314,88.6201605424833,88.6201605424833,0,54.0407218104579,54.0407218104579
"36","-46.25_-23.5",12,205.549705882353,21.8896204933586,104.621416337527,104.621416337527,0,100.928289544826,100.928289544826
"37","-46.25_-23.25",1,261.694117647059,21.6604459203036,101.297866111232,101.297866111232,0,160.396251535827,160.396251535827
"38","-46.25_-23.25",2,201.265882352941,21.7882896261953,93.1909955746242,93.1909955746242,0,108.074886778317,108.074886778317
"39","-46.25_-23.25",3,177.465294117647,20.8929696394687,90.8682682598885,90.8682682598885,0,86.5970258577586,86.5970258577586
"40","-46.25_-23.25",4,92.3426470588235,19.2606666666667,70.5460363427068,70.5460363427068,0,21.7966107161167,21.7966107161167
"41","-46.25_-23.25",5,77.8752941176471,16.5857685009488,51.1476024230414,51.1476024230414,0,26.7276916946057,26.7276916946057
"42","-46.25_-23.25",6,51.495,15.3199019607843,40.4760900279565,40.4760900279565,0,11.0189099720435,11.0189099720435
"43","-46.25_-23.25",7,48.7020588235294,15.0294592030361,39.9298066623405,39.9298066623405,0,8.77225216118889,8.77225216118889
"44","-46.25_-23.25",8,35.3217647058824,16.5807969639469,50.0852392795612,49.0471467939555,1.0380924856057,0,-1.0380924856057
"45","-46.25_-23.25",9,155.601176470588,18.2679607843137,62.0892075065477,62.0892075065477,0,79.7865868759674,79.7865868759674
"46","-46.25_-23.25",10,126.923823529412,19.9337666034156,80.8834265529596,80.8834265529596,0,46.0403969764522,46.0403969764522
"47","-46.25_-23.25",11,148.569117647059,20.6024705882353,88.1458648963023,88.1458648963023,0,60.4232527507565,60.4232527507565
"48","-46.25_-23.25",12,218.360588235294,21.2655407969639,100.37308222454,100.37308222454,0,117.987506010754,117.987506010754
"49","-46.25_-23",1,261.694117647059,21.6604459203036,101.169209711989,101.169209711989,0,160.524907935069,160.524907935069
"50","-46.25_-23",2,201.265882352941,21.7882896261953,93.0999118737901,93.0999118737901,0,108.165970479151,108.165970479151
"51","-46.25_-23",3,177.465294117647,20.8929696394687,90.8244897144962,90.8244897144962,0,86.6408044031508,86.6408044031508
"52","-46.25_-23",4,92.3426470588235,19.2606666666667,70.5609523223431,70.5609523223431,0,21.7816947364805,21.7816947364805
"53","-46.25_-23",5,77.8752941176471,16.5857685009488,51.1949704988587,51.1949704988587,0,26.6803236187884,26.6803236187884
"54","-46.25_-23",6,51.495,15.3199019607843,40.5370703346403,40.5370703346403,0,10.9579296653597,10.9579296653597
"55","-46.25_-23",7,48.7020588235294,15.0294592030361,39.9945664528615,39.9945664528615,0,8.7074923706679,8.7074923706679
"56","-46.25_-23",8,35.3217647058824,16.5807969639469,50.145167966477,49.098834550168,1.046333416309,0,-1.046333416309
"57","-46.25_-23",9,155.601176470588,18.2679607843137,62.1194806920897,62.1194806920897,0,79.7046259342129,79.7046259342129
"58","-46.25_-23",10,126.923823529412,19.9337666034156,80.8660097073187,80.8660097073187,0,46.0578138220931,46.0578138220931
"59","-46.25_-23",11,148.569117647059,20.6024705882353,88.072852970481,88.072852970481,0,60.4962646765778,60.4962646765778
"60","-46.25_-23",12,218.360588235294,21.2655407969639,100.251550392057,100.251550392057,0,118.109037843237,118.109037843237
"61","-46_-23.5",1,259.720294117647,22.5314136622391,108.124306938316,108.124306938316,0,151.595987179331,151.595987179331
"62","-46_-23.5",2,216.072941176471,22.7009892060272,99.8342592484402,99.8342592484402,0,116.23868192803,116.23868192803
"63","-46_-23.5",3,189.636764705882,21.698330170778,96.2555301828549,96.2555301828549,0,93.3812345230274,93.3812345230274
"64","-46_-23.5",4,114.253529411765,20.0904901960784,74.7689644554211,74.7689644554211,0,39.4845649563436,39.4845649563436
"65","-46_-23.5",5,90.2167647058824,17.5463662239089,54.9908107041729,54.9908107041729,0,35.2259540017094,35.2259540017094
"66","-46_-23.5",6,66.7517647058824,16.2909411764706,43.6265638451882,43.6265638451882,0,23.1252008606942,23.1252008606942
"67","-46_-23.5",7,66.0170588235294,15.8648576850095,42.2978588938397,42.2978588938397,0,23.7191999296897,23.7191999296897
"68","-46_-23.5",8,45.2858823529412,17.036375711575,50.6482354795444,50.5069971314368,0.141238348107578,0,-0.141238348107578
"69","-46_-23.5",9,135.862352941176,18.3074117647059,60.2035768757934,60.2035768757934,0,70.4376612868875,70.4376612868875
"70","-46_-23.5",10,127.524705882353,19.930559772296,78.7651664643898,78.7651664643898,0,48.7595394179632,48.7595394179632
"71","-46_-23.5",11,142.660882352941,20.8781960784314,88.6201605424833,88.6201605424833,0,54.0407218104579,54.0407218104579
"72","-46_-23.5",12,205.549705882353,21.8896204933586,104.621416337527,104.621416337527,0,100.928289544826,100.928289544826
"73","-46_-23.25",1,261.694117647059,21.6604459203036,101.297866111232,101.297866111232,0,160.396251535827,160.396251535827
"74","-46_-23.25",2,201.265882352941,21.7882896261953,93.1909955746242,93.1909955746242,0,108.074886778317,108.074886778317
"75","-46_-23.25",3,177.465294117647,20.8929696394687,90.8682682598885,90.8682682598885,0,86.5970258577586,86.5970258577586
"76","-46_-23.25",4,92.3426470588235,19.2606666666667,70.5460363427068,70.5460363427068,0,21.7966107161167,21.7966107161167
"77","-46_-23.25",5,77.8752941176471,16.5857685009488,51.1476024230414,51.1476024230414,0,26.7276916946057,26.7276916946057
"78","-46_-23.25",6,51.495,15.3199019607843,40.4760900279565,40.4760900279565,0,11.0189099720435,11.0189099720435
"79","-46_-23.25",7,48.7020588235294,15.0294592030361,39.9298066623405,39.9298066623405,0,8.77225216118889,8.77225216118889
"80","-46_-23.25",8,35.3217647058824,16.5807969639469,50.0852392795612,49.0471467939555,1.0380924856057,0,-1.0380924856057
"81","-46_-23.25",9,155.601176470588,18.2679607843137,62.0892075065477,62.0892075065477,0,79.7865868759674,79.7865868759674
"82","-46_-23.25",10,126.923823529412,19.9337666034156,80.8834265529596,80.8834265529596,0,46.0403969764522,46.0403969764522
"83","-46_-23.25",11,148.569117647059,20.6024705882353,88.1458648963023,88.1458648963023,0,60.4232527507565,60.4232527507565
"84","-46_-23.25",12,218.360588235294,21.2655407969639,100.37308222454,100.37308222454,0,117.987506010754,117.987506010754
"85","-46_-23",1,261.694117647059,21.6604459203036,101.169209711989,101.169209711989,0,160.524907935069,160.524907935069
"86","-46_-23",2,201.265882352941,21.7882896261953,93.0999118737901,93.0999118737901,0,108.165970479151,108.165970479151
"87","-46_-23",3,177.465294117647,20.8929696394687,90.8244897144962,90.8244897144962,0,86.6408044031508,86.6408044031508
"88","-46_-23",4,92.3426470588235,19.2606666666667,70.5609523223431,70.5609523223431,0,21.7816947364805,21.7816947364805
"89","-46_-23",5,77.8752941176471,16.5857685009488,51.1949704988587,51.1949704988587,0,26.6803236187884,26.6803236187884
"90","-46_-23",6,51.495,15.3199019607843,40.5370703346403,40.5370703346403,0,10.9579296653597,10.9579296653597
"91","-46_-23",7,48.7020588235294,15.0294592030361,39.9945664528615,39.9945664528615,0,8.7074923706679,8.7074923706679
"92","-46_-23",8,35.3217647058824,16.5807969639469,50.145167966477,49.098834550168,1.046333416309,0,-1.046333416309
"93","-46_-23",9,155.601176470588,18.2679607843137,62.1194806920897,62.1194806920897,0,79.7046259342129,79.7046259342129
"94","-46_-23",10,126.923823529412,19.9337666034156,80.8660097073187,80.8660097073187,0,46.0578138220931,46.0578138220931
"95","-46_-23",11,148.569117647059,20.6024705882353,88.072852970481,88.072852970481,0,60.4962646765778,60.4962646765778
"96","-46_-23",12,218.360588235294,21.2655407969639,100.251550392057,100.251550392057,0,118.109037843237,118.109037843237
"97","-46_-22.75",1,269.425,21.0311764705882,96.8017410609937,96.8017410609937,0,172.623258939006,172.623258939006
"98","-46_-22.75",2,194.267352941176,21.1251597363083,88.8258338553797,88.8258338553797,0,105.441519085797,105.441519085797
"99","-46_-22.75",3,179.096470588235,20.37444971537,87.9279036622054,87.9279036622054,0,91.1685669260299,91.1685669260299
"100","-46_-22.75",4,83.6235294117647,18.799,68.8710047037097,68.8710047037097,0,14.752524708055,14.752524708055
"101","-46_-22.75",5,71.7970588235294,15.9916223908918,49.3691127252756,49.3691127252756,0,22.4279460982538,22.4279460982538
"102","-46_-22.75",6,40.7776470588235,14.6396470588235,38.6667568543927,38.6667568543927,0,2.11089020443081,2.11089020443081
"103","-46_-22.75",7,36.6,14.4326280834915,38.5669038490706,38.547686497171,0.0192173518995773,0,-0.0192173518995773
"104","-46_-22.75",8,30.8858823529412,16.0887855787476,48.9648725953546,47.102686831043,1.86218576431163,0,-1.86218576431163
"105","-46_-22.75",9,133.154411764706,18.0407745098039,62.2668175250865,62.2668175250865,0,52.7231032643465,52.7231032643465
"106","-46_-22.75",10,129.364117647059,19.7504174573055,81.0055223223228,81.0055223223228,0,48.358595324736,48.358595324736
